cig;data_pubblicazione;importo_lotto;flag_quote_deroga;quota_femminile;quota_giovani;cod_mot_deroga;motivo_deroga;flag_misure_premiali;codice_mis_prem;misura_premiale
A0559FFF48;2024-03-19;3635.86;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A0559F570A;2024-03-19;7628.61;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A0559F570A;2024-03-19;7628.61;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A0559F570A;2024-03-19;7628.61;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A055A0978B;2024-03-19;7673.22;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A055A0978B;2024-03-19;7673.22;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A055A0978B;2024-03-19;7673.22;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A055A06512;2024-03-19;17264.75;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A055A06512;2024-03-19;17264.75;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A055A06512;2024-03-19;17264.75;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A055A0DAD7;2024-03-19;10639.91;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A055A0DAD7;2024-03-19;10639.91;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A055A0DAD7;2024-03-19;10639.91;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A055C222B2;2024-03-19;406554.85;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A055C222B2;2024-03-19;406554.85;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A055C222B2;2024-03-19;406554.85;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A056BAA3CB;2024-03-19;2156299.77;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A056BAA3CB;2024-03-19;2156299.77;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A056BAA3CB;2024-03-19;2156299.77;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A056E7844E;2024-03-19;99315.1;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A056E7844E;2024-03-19;99315.1;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A056E7844E;2024-03-19;99315.1;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A057211C54;2024-03-19;1096164.06;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A057211C54;2024-03-19;1096164.06;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A057211C54;2024-03-19;1096164.06;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A057915671;2024-03-19;5109.64;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A057915671;2024-03-19;5109.64;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A057915671;2024-03-19;5109.64;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A057A7E05B;2024-03-19;2135671.83;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A057A7E05B;2024-03-19;2135671.83;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A057A7E05B;2024-03-19;2135671.83;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A058198C9A;2024-03-19;3218.71;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A058198C9A;2024-03-19;3218.71;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A058198C9A;2024-03-19;3218.71;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A0581B2212;2024-03-19;2798.35;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A0581B2212;2024-03-19;2798.35;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A0581B2212;2024-03-19;2798.35;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A0588B4A84;2024-03-19;1625524.51;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A0588B4A84;2024-03-19;1625524.51;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A0588B4A84;2024-03-19;1625524.51;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A0589A83E1;2024-03-19;19033.61;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A0589A83E1;2024-03-19;19033.61;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A0589A83E1;2024-03-19;19033.61;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A0589AD800;2024-03-19;3809.84;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A0589AD800;2024-03-19;3809.84;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A0589AD800;2024-03-19;3809.84;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A0589B1B4C;2024-03-19;2152.52;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A0589B1B4C;2024-03-19;2152.52;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A0589B1B4C;2024-03-19;2152.52;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A0589B0A79;2024-03-19;2516.1;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A0589B0A79;2024-03-19;2516.1;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A0589B0A79;2024-03-19;2516.1;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05986A196;2024-03-19;1075688.76;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05986A196;2024-03-19;1075688.76;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05986A196;2024-03-19;1075688.76;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05988ABFB;2024-03-19;564055.43;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05988ABFB;2024-03-19;564055.43;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05988ABFB;2024-03-19;564055.43;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A059D63C16;2024-03-19;1342956.95;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A059D63C16;2024-03-19;1342956.95;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A059D63C16;2024-03-19;1342956.95;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A059F1A65E;2024-03-19;826335.59;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A059F1A65E;2024-03-19;826335.59;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A059F1A65E;2024-03-19;826335.59;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05A3D6E88;2024-03-19;319089.14;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05A3D6E88;2024-03-19;319089.14;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05A3D6E88;2024-03-19;319089.14;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05B1B0CC9;2024-03-19;7335.06;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05B1B0CC9;2024-03-19;7335.06;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05B1B0CC9;2024-03-19;7335.06;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05B1B61C0;2024-03-19;7335.06;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05B1B61C0;2024-03-19;7335.06;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05B1B61C0;2024-03-19;7335.06;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05B5202FF;2024-03-19;14224.88;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05B5202FF;2024-03-19;14224.88;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05B5202FF;2024-03-19;14224.88;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05EA2FC08;2024-03-19;6435.89;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05EA2FC08;2024-03-19;6435.89;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05EA2FC08;2024-03-19;6435.89;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05F63DEAD;2024-03-19;428442.32;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05F63DEAD;2024-03-19;428442.32;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05F63DEAD;2024-03-19;428442.32;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05F874298;2024-03-19;864340.32;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05F874298;2024-03-19;864340.32;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05F874298;2024-03-19;864340.32;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05CEE13B6;2024-03-19;286651.47;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05CEE13B6;2024-03-19;286651.47;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05CEE13B6;2024-03-19;286651.47;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05C7DEA6C;2024-03-19;159762.51;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05C7DEA6C;2024-03-19;159762.51;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05C7DEA6C;2024-03-19;159762.51;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05D5C750F;2024-03-19;1726487.32;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05D5C750F;2024-03-19;1726487.32;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05D5C750F;2024-03-19;1726487.32;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05C2CCB47;2024-03-19;13106.94;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05C2CCB47;2024-03-19;13106.94;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05C2CCB47;2024-03-19;13106.94;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05C486808;2024-03-19;3729.54;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05C486808;2024-03-19;3729.54;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05C486808;2024-03-19;3729.54;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05CC8D7DF;2024-03-19;131588.04;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05CC8D7DF;2024-03-19;131588.04;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05CC8D7DF;2024-03-19;131588.04;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05C8D456F;2024-03-19;7590.23;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05C8D456F;2024-03-19;7590.23;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05C8D456F;2024-03-19;7590.23;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05CA693A7;2024-03-19;1517.61;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05CA693A7;2024-03-19;1517.61;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05CA693A7;2024-03-19;1517.61;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05C8D12F6;2024-03-19;1505.65;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05C8D12F6;2024-03-19;1505.65;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05C8D12F6;2024-03-19;1505.65;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05CA72B12;2024-03-19;3583.99;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05CA72B12;2024-03-19;3583.99;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05CA72B12;2024-03-19;3583.99;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05CA6C620;2024-03-19;2441.6;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05CA6C620;2024-03-19;2441.6;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05CA6C620;2024-03-19;2441.6;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05CEE2489;2024-03-19;1705556.13;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05CEE2489;2024-03-19;1705556.13;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05CEE2489;2024-03-19;1705556.13;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A05D5A3759;2024-03-19;6214.53;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A05D5A3759;2024-03-19;6214.53;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A05D5A3759;2024-03-19;6214.53;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A060A9AC95;2024-03-19;7534.93;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A060A9AC95;2024-03-19;7534.93;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A060A9AC95;2024-03-19;7534.93;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A060DE0023;2024-03-19;617998.84;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A060DE0023;2024-03-19;617998.84;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A060DE0023;2024-03-19;617998.84;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A060E814FE;2024-03-19;406750.29;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A060E814FE;2024-03-19;406750.29;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A060E814FE;2024-03-19;406750.29;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A0611CEE4C;2024-03-19;10431.03;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A0611CEE4C;2024-03-19;10431.03;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A0611CEE4C;2024-03-19;10431.03;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A06138ACB3;2024-03-19;6107.73;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A06138ACB3;2024-03-19;6107.73;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A06138ACB3;2024-03-19;6107.73;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A0613CC32D;2024-03-19;990463.47;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A0613CC32D;2024-03-19;990463.47;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A0613CC32D;2024-03-19;990463.47;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A06141C531;2024-03-19;1411.94;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A06141C531;2024-03-19;1411.94;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
A06141C531;2024-03-19;1411.94;N;;;[8];"[""ALTRO""]";[];12;ALTRO CRITERIO PER LU2019INCLUSIONE DEI LAVORATORI DISABILI
A061730F75;2024-03-19;9966.84;N;;;[8];"[""ALTRO""]";[];10;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI DI GENERE
A061730F75;2024-03-19;9966.84;N;;;[8];"[""ALTRO""]";[];11;ALTRO CRITERIO DI RESPONSABILITÀ SOCIALE NEI CONFRONTI DEI DIVARI INTERGENERAZIONALI
